weatheid,temp,humidity,winddirecttion,windspeed,waterspeed,waterdirecttion,watertemp,gathertime,Latitude,Longitude
7936,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.35000500000018
7937,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.36000500000017
7938,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.37000500000016
7939,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.38000500000015
7940,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.39000500000014
7941,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.40000500000014
7942,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.41000500000013
7943,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.42000500000012
7944,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.4300050000001
7945,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.4400050000001
7946,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.4500050000001
7947,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.46000500000008
7948,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.47000500000007
7949,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.48000500000006
7950,17,14,78,26,29,78,6,20231028 09:10;11,37.520005,128.49000500000005
7951,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.000005
7952,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.010005
7953,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.02000500000001
7954,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.03000500000002
7955,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.04000500000002
7956,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.05000500000003
7957,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.06000500000003
7958,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.07000500000004
7959,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.08000500000004
7960,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.09000500000005
7961,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.10000500000005
7962,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.11000500000006
7963,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.12000500000006
7964,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.13000500000007
7965,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.14000500000007
7966,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.15000500000008
7967,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.16000500000008
7968,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.17000500000009
7969,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.1800050000001
7970,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.1900050000001
7971,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.2000050000001
7972,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.21000500000011
7973,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.22000500000011
7974,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.23000500000012
7975,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.24000500000012
7976,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.25000500000013
7977,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.26000500000013
7978,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.27000500000014
7979,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.28000500000014
7980,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.29000500000015
7981,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.30000500000016
7982,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.31000500000016
7983,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.32000500000017
7984,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.33000500000017
7985,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.34000500000018
7986,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.35000500000018
7987,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.36000500000019
7988,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.37000500000019
7989,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.3800050000002
7990,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.3900050000002
7991,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.4000050000002
7992,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.41000500000021
7993,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.42000500000022
7994,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.43000500000022
7995,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.44000500000023
7996,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.45000500000023
7997,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.46000500000024
7998,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.47000500000024
7999,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.48000500000025
8000,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.49000500000025
8001,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.50000500000026
8002,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.51000500000026
8003,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.52000500000027
8004,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.53000500000027
8005,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.54000500000028
8006,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.55000500000028
8007,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.56000500000029
8008,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.5700050000003
8009,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.5800050000003
8010,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.5900050000003
8011,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.60000500000031
8012,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.61000500000031
8013,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.62000500000032
8014,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.63000500000032
8015,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.64000500000033
8016,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.65000500000033
8027,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.66000500000034
8018,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.67000500000034
8019,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.68000500000035
8020,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.69000500000035
8021,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.70000500000036
8022,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.71000500000036
8023,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.72000500000037
8024,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.73000500000038
8025,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.74000500000038
8026,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.75000500000039
8027,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.76000500000039
8028,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.7700050000004
8029,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.7800050000004
8030,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.7900050000004
8031,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.80000500000041
8032,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.81000500000042
8033,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.82000500000042
8034,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.83000500000043
8035,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.84000500000043
8036,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.85000500000044
8037,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.86000500000044
8038,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.87000500000045
8039,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.88000500000045
8040,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.89000500000046
8041,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.90000500000046
8042,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.91000500000047
8043,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.92000500000047
8044,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.93000500000048
8045,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.94000500000048
8046,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.95000500000049
8047,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.96000500000049
8048,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.9700050000005
8049,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.9800050000005
8050,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,127.99000500000051
8051,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.0000050000005
8052,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.0100050000005
8053,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.02000500000048
8054,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.03000500000047
8055,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.04000500000046
8056,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.05000500000045
8057,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.06000500000044
8058,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.07000500000044
8059,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.08000500000043
8060,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.09000500000042
8061,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.1000050000004
8062,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.1100050000004
8063,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.1200050000004
8064,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.13000500000038
8065,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.14000500000037
8066,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.15000500000036
8067,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.16000500000035
8068,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.17000500000034
8069,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.18000500000034
8070,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.19000500000033
8071,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.20000500000032
8072,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.2100050000003
8073,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.2200050000003
8074,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.2300050000003
8075,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.24000500000028
8076,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.25000500000027
8077,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.26000500000026
8078,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.27000500000025
8079,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.28000500000024
8080,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.29000500000024
8081,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.30000500000023
8082,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.31000500000022
8083,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.3200050000002
8084,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.3300050000002
8085,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.3400050000002
8086,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.35000500000018
8087,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.36000500000017
8088,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.37000500000016
8089,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.38000500000015
8090,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.39000500000014
8091,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.40000500000014
8092,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.41000500000013
8093,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.42000500000012
8094,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.4300050000001
8095,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.4400050000001
8096,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.4500050000001
8097,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.46000500000008
8098,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.47000500000007
8099,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.48000500000006
8100,17,14,78,26,29,78,6,20231028 09:10;11,37.530004999999896,128.49000500000005
8101,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.000005
8102,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.010005
8103,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.02000500000001
8104,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.03000500000002
8105,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.04000500000002
8106,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.05000500000003
8107,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.06000500000003
8108,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.07000500000004
8109,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.08000500000004
8110,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.09000500000005
8111,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.10000500000005
8112,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.11000500000006
8113,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.12000500000006
8114,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.13000500000007
8115,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.14000500000007
8116,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.15000500000008
8127,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.16000500000008
8118,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.17000500000009
8119,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.1800050000001
8120,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.1900050000001
8121,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.2000050000001
8122,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.21000500000011
8123,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.22000500000011
8124,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.23000500000012
8125,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.24000500000012
8126,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.25000500000013
8127,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.26000500000013
8128,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.27000500000014
8129,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.28000500000014
8130,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.29000500000015
8131,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.30000500000016
8132,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.31000500000016
8133,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.32000500000017
8134,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.33000500000017
8135,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.34000500000018
8136,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.35000500000018
8137,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.36000500000019
8138,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.37000500000019
8139,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.3800050000002
8140,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.3900050000002
8141,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.4000050000002
8142,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.41000500000021
8143,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.42000500000022
8144,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.43000500000022
8145,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.44000500000023
8146,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.45000500000023
8147,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.46000500000024
8148,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.47000500000024
8149,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.48000500000025
8150,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.49000500000025
8151,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.50000500000026
8152,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.51000500000026
8153,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.52000500000027
8154,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.53000500000027
8155,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.54000500000028
8156,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.55000500000028
8157,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.56000500000029
8158,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.5700050000003
8159,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.5800050000003
8160,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.5900050000003
8161,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.60000500000031
8162,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.61000500000031
8163,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.62000500000032
8164,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.63000500000032
8165,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.64000500000033
8166,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.65000500000033
8167,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.66000500000034
8168,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.67000500000034
8169,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.68000500000035
8170,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.69000500000035
8171,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.70000500000036
8172,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.71000500000036
8173,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.72000500000037
8174,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.73000500000038
8175,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.74000500000038
8176,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.75000500000039
8177,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.76000500000039
8178,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.7700050000004
8179,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.7800050000004
8180,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.7900050000004
8181,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.80000500000041
8182,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.81000500000042
8183,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.82000500000042
8184,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.83000500000043
8185,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.84000500000043
8186,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.85000500000044
8187,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.86000500000044
8188,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.87000500000045
8189,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.88000500000045
8190,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.89000500000046
8191,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.90000500000046
8192,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.91000500000047
8193,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.92000500000047
8194,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.93000500000048
8195,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.94000500000048
8196,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.95000500000049
8197,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.96000500000049
8198,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.9700050000005
8199,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.9800050000005
8200,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,127.99000500000051
8201,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.0000050000005
8202,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.0100050000005
8203,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.02000500000048
8204,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.03000500000047
8205,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.04000500000046
8206,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.05000500000045
8207,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.06000500000044
8208,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.07000500000044
8209,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.08000500000043
8210,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.09000500000042
8211,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.1000050000004
8212,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.1100050000004
8213,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.1200050000004
8214,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.13000500000038
8215,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.14000500000037
8216,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.15000500000036
8227,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.16000500000035
8218,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.17000500000034
8219,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.18000500000034
8220,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.19000500000033
8221,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.20000500000032
8222,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.2100050000003
8223,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.2200050000003
8224,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.2300050000003
8225,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.24000500000028
8226,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.25000500000027
8227,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.26000500000026
8228,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.27000500000025
8229,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.28000500000024
8230,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.29000500000024
8231,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.30000500000023
8232,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.31000500000022
8233,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.3200050000002
8234,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.3300050000002
8235,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.3400050000002
8236,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.35000500000018
8237,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.36000500000017
8238,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.37000500000016
8239,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.38000500000015
8240,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.39000500000014
8241,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.40000500000014
8242,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.41000500000013
8243,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.42000500000012
8244,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.4300050000001
8245,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.4400050000001
8246,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.4500050000001
8247,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.46000500000008
8248,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.47000500000007
8249,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.48000500000006
8250,17,14,78,26,29,78,6,20231028 09:10;11,37.540004999999894,128.49000500000005
8251,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.000005
8252,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.010005
8253,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.02000500000001
8254,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.03000500000002
8255,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.04000500000002
8256,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.05000500000003
8257,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.06000500000003
8258,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.07000500000004
8259,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.08000500000004
8260,17,14,78,26,29,78,6,20231028 09:10;11,37.55000499999989,127.09000500000005
